label1,label2,label1,label2,sentence,filename,sentid
,,,,"In het weeshuis groeide ze op samen met een vriendinnetje , Lilly .",output_part00185.sents.gz,37186_4.p.1.s.3
2+,5+,5+,2+,"Ik vond het een leuk , spannend boek.Het was voor mij een onbekende auteur , dus ik was erg nieuwsgierig.Je word in het verhaal meegenomen om de misdaad op te lossen.In het begin vond ik het een beetje moeilijk weg lezen door de vele namen , maar later in het boek kwam dat weer helemaal goed.Een mooi plot.Ik heb het boek verslonden en ga nu ook zeker de andere delen van Piet Baete lezen !",output_part00199.sents.gz,53790_4.p.1.s.1
,,,,"Nu het vervolg in de Mia Krüger en Munch serie , de Doodsvogel .",output_part00351.sents.gz,71875_4.p.1.s.2
,,,,Die wereld met haar familie en Rain Holt ?,output_part00306.sents.gz,79113_4.p.2.s.6
2,,,,"Dat de vriendschap tussen de gepensioneerde juristen Feathers en Veneering gebaseerd is op een heel leven rivaliteit , kom je na een paar alinea’s al te weten door de manier waarop beide mannen elkaar in gedachten beoordelen .",output_part00173.sents.gz,65269_4.p.3.s.3
1,,1+,,"Daardoor is alles in zijn verhalen zeer gedetailleerd , haast filmisch beschreven .",output_part00075.sents.gz,31493_4.p.3.s.10
2+,,,,"Niet alleen voor kinderen en mensen met autisme , maar voor iedereen in het algemeen en dat is altijd een mooie boodschap die de wereld zeker kan gebruiken .",output_part00270.sents.gz,63496_4.p.5.s.7
3,2,,,En hoe minder hij te verliezen heeft ( letterlijk ) hoe meer hij zijn best gaat doen voor zijn omgeving .,output_part00338.sents.gz,87326_4.p.2.s.2
5+,,5+,,The Fault in Our Stars is echt een boek voor mij .,output_part00110.sents.gz,73719_4.p.1.s.1
4+,,4+,,Bij het zien van de vrouw op de cover van Lydia Verleine van Gerrit Sangers wordt je nieuwsgierig naar waarom zij op de cover staat .,output_part00122.sents.gz,51770_4.p.1.s.1
1-,,1-,,Daarvoor heeft hij zijn verhaal net iets te bombastisch gemaakt .,output_part00367.sents.gz,27330_4.p.4.s.5
,,,,"In de VN Detective & Thrillergids stond dit :  De geheimen die ze openbaarden en geloofwaardig documenteerden in hun eersteling Imprimatur , hebben ervoor gezorgd dat de al geplande heiligverklaring van paus Innocentius XI niet doorging en zijzelf niet langer kunnen publiceren in Italië . ",output_part00037.sents.gz,5059_4.p.12.s.1
,,,,En als je niet bepaald een Doutzen Kroes bent is het dus altijd een nachtmerrie .,output_part00193.sents.gz,75367_4.p.1.s.3
,,,,Zij woont sinds kort in West-Berlijn en Julian neemt zich voor haar zijn stad te laten zien en al snel zijn de twee onafscheidelijk .,output_part00298.sents.gz,40150_4.p.3.s.3
2,5+,,,"En ja , wie enkel een boeiend verhaal wil lezen , kan het natuurlijk ook overslaan , al zou ik dat persoonlijk eeuwig zonde vinden …",output_part00075.sents.gz,79026_4.p.3.s.9
,,,,De familie Cazalet is een familie met geheimen en het niet uitgesproken woord .,output_part00185.sents.gz,23789_4.p.1.s.9
,,,,"IJskoud , tweede deel uit de Noordzee moorden serie ,",output_part00164.sents.gz,76612_4.p.1.s.1
2,,2,,Het verhaal deed me qua sfeer een beetje denken aan films als Notting Hill en The Holiday .,output_part00073.sents.gz,58227_4.p.1.s.2
2,3,1,,"Uitgezonderd de proloog is het hele boek geschreven vanuit het perspectief van de  spookman  , een niets ontziende beroepscrimineel .",output_part00039.sents.gz,5113_4.p.1.s.19
2,,,,"Ook bespreekt Lizzy Mason maatschappelijke problemen zoals verslavingen met drank en drugs , het afkicken hiervan en welke littekens deze problemen achterlaten .",output_part00271.sents.gz,43859_4.p.3.s.1
2,3,,,"Ze vallen op elkaar en ze begeren elkaar , maar tegelijkertijd kunnen ze eigenlijk niet samen zijn .",output_part00194.sents.gz,85487_4.p.3.s.2
,,,,Ontroering onder andere wanneer Lucas spreekt over zijn grote vriend Zwiers en zijn ouders met hun buurtsupermarktje .,output_part00374.sents.gz,40204_4.p.1.s.3
,,,,Ze gaat hier zelfs zo ver in dat ze andere mensen manipuleert .,output_part00237.sents.gz,45410_4.p.1.s.5
,,,,Lees meer van mijn recensies op https://rabbitbookz.wordpress.com/,output_part00371.sents.gz,70971_4.p.6.s.1
5+,,5+,,Een bijzonder boek waar ik van heb genoten .,output_part00245.sents.gz,51678_4.p.2.s.15
,,,,Zij zoekt hem op en dwingt hem terug te denken aan wat er zich toen heeft afgespeeld .,output_part00183.sents.gz,82146_4.p.2.s.11
2,,2,,Het derde verhaal is dat wat de vierde man aan de naamloze verteller vertelt wanneer de laatste hem probeert over te halen de derde en beslissende partij tegen Czentovic te spelen .,output_part00053.sents.gz,7865_4.p.10.s.1
5+,,5+,,"Boek is moeilijk weg te leggen , het trekt je aan net als een magneet .",output_part00085.sents.gz,37924_4.p.4.s.13
2,3,,,"In haar dromen heeft Finna ook nog te maken met een magiër en als er in haar dromen iets gebeurt waardoor ze zich verwondt , blijkt dat in de realiteit ook zo te zijn .",output_part00196.sents.gz,59741_4.p.1.s.14
5+,,5+,,Ik heb met plezier kennisgemaakt met het ongekunstelde werk van Tomica Šćavina en heb ‘ De idealist ’ graag gelezen .,output_part00376.sents.gz,66233_4.p.8.s.1
3+,,3+,,Het is leuk om te lezen hoe vooral Ellery en Malcom zich ontwikkelen in de loop van het verhaal .,output_part00290.sents.gz,84525_4.p.5.s.1
2,,,,Er worden moorden gepleegd op 3 pleeggezinnen en telkens 1 kind wordt gered door een mysterieus iemand .,output_part00029.sents.gz,2391_4.p.1.s.2
3,2,,,"Hisham , die dan al lang in Europa woont , raakt allengs gekweld door onwetendheid en begint aan een helse odyssee : zijn zoektocht naar de waarheid .",output_part00182.sents.gz,54219_4.p.3.s.1
,,5,,Ik doe mee aan de blogtour van dit dunne boekje van Anthonie Holslag .,output_part00208.sents.gz,39755_4.p.1.s.1
,,,,"Hij heeft plezier in de spelletjes die hij speelt , tot ergernis van degene die verplicht moeten meespelen .",output_part00316.sents.gz,86376_4.p.3.s.2
,,,,Helaas is het de bittere realiteit .,output_part00141.sents.gz,50528_4.p.1.s.22
1,3,1,,"Het boek is geschreven vanuit het perspectief van Mancini , maar ook de moordenaar en slachtoffer komen aan het woord .",output_part00259.sents.gz,28183_4.p.10.s.1
,,,,Na een paniekaanval staat zijn leven op stelten .,output_part00119.sents.gz,50093_4.p.1.s.5
,,,,‘ Verticaal schrijven ’ noemde zij het onlangs in een vraaggesprek met crimezone.nl .,output_part00125.sents.gz,86615_4.p.1.s.4
5+,,2+,,"Je wordt zo meegesleurd in het verhaal dat je aan het eind bent voor je het weet en mocht deel twee er al zijn , blijf je gewoon verder lezen !",output_part00134.sents.gz,85405_4.p.1.s.11
,,,,"Nu komt zijn ouderdom ook ter sprake , het besef dat hij zich meer moet bezig houden met opa zijn , als het beroep van rechercheur uit oefenen .",output_part00144.sents.gz,60838_4.p.2.s.1
2,3,,,"Julie was deel van een tweeling , wat er precies met haar broer James is gebeurd blijft lang onduidelijk .",output_part00137.sents.gz,81383_4.p.1.s.6
,,,,"Compleet geïsoleerd is hij , niet bereikbaar voor de buitenwereld .",output_part00042.sents.gz,15229_4.p.3.s.4
3,,3+,,Wat Grace zo uniek maakt zijn de pure menselijke trekjes .,output_part00092.sents.gz,22623_4.p.2.s.1
4+,,4+,,Ook de cover is weer schitterend en sluit goed aan bij deze thriller .,output_part00174.sents.gz,86024_4.p.4.s.5
,,,,Toen ontdekte Meysam dat zijn hart bij het dansen lag .,output_part00242.sents.gz,75982_4.p.1.s.9
,,,,"Als zij vervolgens benaderd wordt door een groepering die in opstand komt tegen de huidige regering van Medio , de armoede aan de andere zijde van de muur en die vecht voor gelijkheid , heeft Daniela moeilijke keuzes te maken .",output_part00217.sents.gz,32262_4.p.4.s.2
,,,,Freud geeft hem advies hoe om te gaan met das Weib .,output_part00274.sents.gz,73108_4.p.2.s.5
,,,,Dat hoort zo bij sciencefiction .,output_part00271.sents.gz,58503_4.p.1.s.22
,,2+,,Vooral is de roman een treffend beeld van de jaren vijftig in een milieu waarin niet makkelijk met elkaar werd omgegaan .,output_part00336.sents.gz,88592_4.p.1.s.6
,,1-,,Spijtig genoeg kan ik me niet ontdoen van de indruk dat ik hier iets gelezen heb dat in de voetsporen loopt van Mo Hayder .,output_part00294.sents.gz,34625_4.p.1.s.10
,,,,"Hij is bij bewustzijn , maar daar is dan ook alles mee gezegd .",output_part00252.sents.gz,67347_4.p.7.s.2
,,,,"Nou ja , het was voor tropisch fruit ; daar moet je héél ver voor reizen natuurlijk .",output_part00030.sents.gz,15051_4.p.2.s.2
,,,,"Dit zal geen gemakkelijke taak worden , aangezien de bewoners van Mure Colton Rogers liever zien gaan dan komen .",output_part00318.sents.gz,25425_4.p.2.s.6
3-,1-,3-,2-,Door de onrealistische personages en onorthodoxe manier van werken van Richard en Ghislaine raakte het verhaal me niet .,output_part00172.sents.gz,57283_4.p.3.s.2
,,,,"Weken later neemt hij Veum mee naar huis , om zo'n zaak te bespreken bij een fles aquavit .",output_part00281.sents.gz,82254_4.p.2.s.3
2+,,2+,,"De antwoorden worden in de loop van het korte verhaal gegeven en realiseer je je dat het uitermate knap van Meyer is om in een beperkt aantal bladzijden , en dus woorden , een compleet , spannend en boeiend verhaal te schrijven .",output_part00239.sents.gz,86068_4.p.3.s.3
,,5,,Dat is een woord dat in het eerste deel van het boek centraal staat .,output_part00065.sents.gz,21771_4.p.3.s.2
,,,,"Een van de nonnen , Sister Mary Inconnue , die haar naam niet voor niets draagt , helpt haar haar herinneringen op papier te zetten .",output_part00094.sents.gz,28805_4.p.1.s.6
2-,,5-,,De eerste 100 blz. vond ik niet zo boeiend eigenlijk en hoopte dat dit niet zo door zou gaan .,output_part00330.sents.gz,46656_4.p.1.s.4
,,,,"Het klikt echter goed met de zoon van het pension , een prima kok , die haar verleidt met zijn gerechten .",output_part00187.sents.gz,76894_4.p.3.s.5
,,,,"Viljar Ravn Gudmundsson is door een grote journalistieke fout , waardoor een jongen werd vermoord , zijn zelfvertrouwen volledig kwijt en verslonst in zowel zijn werk als privéleven .",output_part00085.sents.gz,77279_5.p.3.s.11
,,5+,,"Deze hele Fiona Griffiths serie heeft hetzelfde , hoge niveau .",output_part00039.sents.gz,2009_5.p.3.s.1
,,,,"ROMEO O heilge , sta dan stil één korte stond , Terwijl ik van je mond vergiff’nis pluk .",output_part00120.sents.gz,85328_5.p.9.s.6
,,,,Bonaventura weet van het misbruik en de mishandelingen maar weet niet goed wat hij daartegen moet ondernemen .,output_part00028.sents.gz,11367_5.p.3.s.9
,,,,"Maar de trap lijkt naar achteren te hellen , als een tekening van Escher .",output_part00120.sents.gz,58746_5.p.3.s.9
2+,,,,"Zoals ook Dostojevski's ongehoord intense worsteling met geloof en ongeloof mij enorm inspireert : hij blijft zoeken naar een hogere zingeving , maar peilt tevens alle vormen van zinloosheid tot op de bodem , en onderneemt dus steeds een ontdekkingsreis door licht en duisternis tegelijk .",output_part00143.sents.gz,82990_5.p.4.s.6
,,,,De Limburgse zanger Gé Reinders weet vrijwel niets over het verzetsverleden van zijn moeder .,output_part00343.sents.gz,57185_5.p.1.s.2
,,,,De kinderen gaan met hem mee naar “ de dierentuin ” zo heet het gedeelte waar Mengele zijn onderzoeken doet .,output_part00211.sents.gz,89239_5.p.1.s.9
,,,,Hij wordt de Doemsdag-moordenaar genoemd .,output_part00261.sents.gz,45711_5.p.1.s.4
1,2,1,,Flashbacks in de vorm van dagboekfragmenten vertellen je meer over situaties in het verleden en verhaallijnen over eerder die week en het nu vertellen over het ongeluk .,output_part00045.sents.gz,8653_5.p.2.s.2
,,,,"Zo vind Mila het heel normaal om ergens wat te gaan drinken buitenshuis , terwijl Dex liever gewoon een moment samen is , zonder dat geld hierbij een rol speelt .",output_part00122.sents.gz,50494_5.p.1.s.13
3,,3+,,Elk karakter verteld zijn eigen verhaal en direct wordt al duidelijk dat een ieder zijn geheimen heeft .,output_part00357.sents.gz,28170_5.p.2.s.4
5+,,,,Ik ben momenteel bezig in zustermoord en die is ook al zo goed .,output_part00268.sents.gz,64666_5.p.1.s.3
5,,5+,,Hoe kan het dan dat dit boek zo vertrouwd aanvoelde ?,output_part00116.sents.gz,31544_5.p.1.s.3
,,,,"Een schatje is het wel ! maar ik wilde weten hoe het verder zou gaan met Tamlin , Feyre en rhysand . de intro van het boek : zinderende spanning en vurige passie in deel 2 van de Hof van doorns en rozen-serie !",output_part00164.sents.gz,23149_5.p.5.s.3
,,,,"When I asked her why she’d ever think her lyrics were remotely , possibly , vaguely right , she told me she always thought the woman in the song truly loved the man because she put his hat on the top shelf .",output_part00107.sents.gz,77672_5.p.3.s.6
,,,,Ook doet hij redactie van De Gladiool .,output_part00196.sents.gz,58685_5.p.1.s.4
1+,,4+,,"De stijl van de tekeningen spreekt aan ( kleurrijk , duidelijk ) en de grootte van de tekeningen is wisselend .",output_part00188.sents.gz,88445_5.p.2.s.2
,,,,"De problemen die een patiënt ondervindt nadat de behandelingen zijn afgesloten zijn niet weg te poetsen door optimisme , maar dat wordt wel verwacht door de omgeving .",output_part00130.sents.gz,29588_5.p.5.s.4
,,,,Door de omgang met Daniël en zijn ideeën wordt Gretchen steeds kritischer over de ideeën van oom Dolf .,output_part00044.sents.gz,19503_5.p.4.s.5
,,,,"Op een archeologische site wordt een kistje gevonden , de opdrachtgevers van de opgravingen willen het zo snel mogelijk weg daar vandaan .",output_part00241.sents.gz,38240_5.p.1.s.4
,,5+,,Annet Schaap is met haar debuut volledig in staat om op eigen benen te staan en heeft vergelijkingen met andere auteurs niet nodig .,output_part00038.sents.gz,18361_5.p.2.s.11
1,,1,,"Het boek is onderverdeeld in hoofdstukken met de namen van de honderd helderste hemelobjecten , in volgorde van toenemende helderheid .",output_part00176.sents.gz,83325_5.p.1.s.9
2,,1+,,"Een beeld dat bij mij erg stevig binnenkomt , omdat Roth het niet oproept via filosofische analyses en abstracties , maar met de aandachtige beschrijving van een concreet leven met een concrete tragiek .",output_part00140.sents.gz,72687_5.p.4.s.11
,,,,""" Ik stuur ze hem in rook achterna , je moeder gooit herinneringen één voor één in een smullend vuurtje .",output_part00288.sents.gz,63684_5.p.3.s.1
,,,,Hij woont in Nottinghamshire met zijn echtgenote en twee kinderen .,output_part00218.sents.gz,34637_5.p.7.s.2
,,,,"Helen gaat op bezoek bij de ongelukkige automobilist Colin Patterson die de illegaal heeft aangereden , eenmaal daar vindt ze aanwijzingen die Patterson wel heel verdacht maken .",output_part00186.sents.gz,51542_5.p.3.s.20
2+,,5+,,De mix maakt dit een aansprekend boek voor liefhebbers van meerdere genres .,output_part00031.sents.gz,195_5.p.1.s.5
,,3,,"Al bekende figuren uit de de Myron Bolitair boeken komen weer in het boek voor , zoals Esperanza , Big Cindy , maar ook de vrienden van Mickey : Ema en Spoon ) .",output_part00037.sents.gz,19615_5.p.6.s.1
,,,,Grigori speelt met de dood en of wordt gedwongen met de dood te spelen en denkt dat hij hem de baas kan zijn .,output_part00068.sents.gz,53527_5.p.6.s.9
,,,,"Maar als de vrouw de volgende dag onder verdachte omstandigheden dood wordt aangetroffen , realiseert hij zich dat het bloedserieus was .",output_part00046.sents.gz,2615_5.p.1.s.10
,,,,Karin Meinen - Samenlezenisleuker .,output_part00187.sents.gz,70827_5.p.12.s.1
5+,2,5,2,Het geheel is een geweldig epos van ruim 2500 bladzijden geworden wat zich afspeelt in een post-apocalyptische wereld .,output_part00072.sents.gz,27677_5.p.2.s.5
,,,,Ze zoeken antwoorden maar stuiten op een lang gekoesterd familiegeheim .,output_part00182.sents.gz,88497_5.p.1.s.5
,,,,Bij jongeren werd hun complete geheugen gewist en vervangen door leugens .,output_part00118.sents.gz,33802_5.p.1.s.4
,,,,Kader kon ontsnappen toen agenten hun huis binnenvielen .,output_part00071.sents.gz,89860_5.p.1.s.15
,,,,Ik werd er al voor gewaarschuwd maar ik heb inderdaad wel een paar tranen gelaten .,output_part00186.sents.gz,23863_5.p.1.s.3
,,,,Twee stellen die weinig met elkaar gemeen hebben en die woorden gescheiden door levensjaren en -ervaring .,output_part00252.sents.gz,45779_5.p.4.s.3
2+,,,,Ik vond dit bijzonder om te zien .,output_part00126.sents.gz,35963_5.p.3.s.5
,,,,Een samenleving waar mensen strijden voor hun bestaan .,output_part00192.sents.gz,23752_5.p.1.s.19
,,5+,,Alleen al hiervoor verdient de schrijver alle lof .,output_part00295.sents.gz,23715_5.p.4.s.7
,,2+,,Eva neemt je mee in naar Frankrijk en laat je genieten van het prachtige verhaal in een mooie omgeving .,output_part00091.sents.gz,90232_5.p.2.s.1
1,,1+,,De auteur is er in geslaagd om bijna op dichterlijke wijze een inkijk op de gedachtegang van opa te geven .,output_part00362.sents.gz,28336_5.p.1.s.7
,,,,"Vreemde krachten trekken de schilder steeds naar een holte in het bos , voorwerpen in huis lijken te verdwijnen en het schilderij blijft hem op een angstaanjagende manier in zijn greep houden .",output_part00341.sents.gz,44336_5.p.1.s.5
,,,,De luxe om me schuldig te voelen over futiliteiten was een fotoalbum in mijn hoofd geworden .,output_part00053.sents.gz,5423_5.p.2.s.2
3,,3+,,Dit komt omdat Nesser als geen ander sterke personages weet neer te zetten die als het ware tot leven komen .,output_part00165.sents.gz,54625_5.p.1.s.3
,,,,Zij groeide op in een omgeving met bloemisten .,output_part00188.sents.gz,65346_5.p.2.s.2
5+,,2+,,De schrijfster Lydia van Houten heeft hiermee een pracht van een spannend verhaal neergezet .,output_part00129.sents.gz,83561_5.p.3.s.1
,,2+,,Er volgen hilarische taferelen van een hysterische moeder die de computer van Frank uit het raam dreigt te gooien .,output_part00252.sents.gz,50218_5.p.1.s.6
2+,,5+,,Overigens waren de hoofdstukken voor de cliffhanger ook al erg spannend .,output_part00057.sents.gz,12075_5.p.7.s.4
5+,,5+,,Een boek wat je pakt vanaf de eerste bladzijde en je niet meer loslaat tot de laatste .,output_part00306.sents.gz,38435_5.p.3.s.2
,,,,"Toen op mijn twintigste mijn dochter geboren werd , ontdekte ik dat een mens een emotievol wezen is .",output_part00037.sents.gz,9469_5.p.2.s.4
5+,2,1+,,Het boek leest prettig en ik zat regelmatig met tranen in mijn ogen en was diep geraakt .,output_part00075.sents.gz,22342_5.p.3.s.29
,,,,Wat weten we van de dingen die ons verteld worden en van de dingen die ons niet verteld worden ?,output_part00374.sents.gz,34337_5.p.6.s.2
5+,,5+,,"Spannend , origineel en bijzonder .",output_part00259.sents.gz,26912_5.p.2.s.10
2,,,,Dit krijgt Lillie te horen en is ook een boodschap die de auteur aan zijn lezers wil meegeven .,output_part00210.sents.gz,28818_5.p.3.s.1
5+,,5+,,"Het is een goed vervolg op ‘ Drie vrienden , een huis ( en een klusjesman ) maar je kunt dit boek ook heel goed afzonderlijk lezen .",output_part00190.sents.gz,80528_5.p.3.s.2
2,,1,,"En dit moet ik nu gaan uitleggen zonder te veel te spoilen ; ) De "" hoofdstukken "" zijn geschreven aan overleden beroemdheden , zoals Kurt Cobain .",output_part00223.sents.gz,52136_5.p.1.s.2
4+,,4+,,Een uitnodigend geel omslag lacht de jonge lezer tegemoet .,output_part00044.sents.gz,3421_5.p.1.s.8
,,,,Ondanks dat Harry Hole een eenling is en het feit dat hij misschien niet de beste vader of echtgenoot is hij toch een man die te vertrouwen is op wat hij zegt .,output_part00174.sents.gz,67986_5.p.24.s.6
5+,,2+,,"Na het lezen vond ik het gegeven op zich eigenlijk heel eenvoudig , maar je moet ermaar opkomen en er dan ook nog zo'n spannende pageturner van kunnen maken .",output_part00198.sents.gz,23607_5.p.1.s.13
2+,,2+,,"Begint meteen spannend , heerlijk !",output_part00036.sents.gz,11283_5.p.1.s.2
,,,,( Bron : https://nl.wikipedia.org/wiki/Karel_%C4%8Capek ),output_part00361.sents.gz,80764_5.p.21.s.6
5+,,5+,,"Prachtig boek , ook voor iemand die niet echt houdt van lezen .",output_part00182.sents.gz,73075_5.p.1.s.1
,,,,"Na eerst onder de indruk te zijn geweest van Misterioso ( Dahls 2e boek , maar 1e in vertellijn ) vervolgd Kentucky killer min of meer op de zelfde voet .",output_part00244.sents.gz,40355_5.p.1.s.2
2,,,,Hij moet 3 moordzaken oplossen .,output_part00176.sents.gz,78647_5.p.1.s.2
2+,,,,Zoiets maak je zelden mee met een boek .,output_part00053.sents.gz,15475_5.p.5.s.3
,,5+,,Gevoelig is het hoofdstuk waarin ze vertelt over vrienden die ongewenst kinderloos zijn en zij zich bijna schuldig over haar eigen zwangerschapsgeluk voelt .,output_part00056.sents.gz,7011_5.p.3.s.1
,,,,Verveling is hier echter niet aan de orde .,output_part00369.sents.gz,66140_5.p.2.s.4
,,,,"En volgens het dankwoord van de schrijfster in het boek , wordt het vervolgd !",output_part00353.sents.gz,53593_5.p.5.s.7
2+,,2+,,"Wanneer ik dan de inhoud bekijk en de prachtige boodschap meekrijg , smelt ik helemaal .",output_part00237.sents.gz,83038_5.p.3.s.5
2,,5+,3,"Onder druk is een zinderende , harde actiethriller waarin hoofdpersoon Sil Maier wederom op geheel eigen wijze in moet grijpen in de levens van de personen van wie hij houdt en Susan Staal op zoek gaat naar haar doodgewaande moeder .",output_part00377.sents.gz,42253_5.p.1.s.1
2,,1+,,"Een ellendige novemberavond , met een motregen die de dappersten van de straat veegt ” is de rijke openingszin .",output_part00096.sents.gz,80919_5.p.2.s.2
,,,,Ondertussen komt ze er ook achter dat ze liever barista is dan psycholoog en droomt ze van haar eigen taartenwinkel .,output_part00030.sents.gz,6431_5.p.1.s.3
,,,,Quenby heeft in haar eigen leven ook al het menige meegemaakt en voelt zich aangetrokken tot dit verhaal en doet er alles aan om Brigitte te vinden .,output_part00060.sents.gz,745_5.p.4.s.1
1,,1+,,Sommige zinnen zijn zelfs haast poëtisch .,output_part00140.sents.gz,62736_5.p.2.s.2
5+,,5+,1+,"Maar The childrens book is volgens mij minstens even goed : ongelofelijk rijk , met enorme diepgang , ondanks de ruim 700 bladzijden heel compact en geserreerd .",output_part00383.sents.gz,84416_5.p.1.s.2
,,,,Lucian heeft ook echt prachtige magische krachten .,output_part00364.sents.gz,59627_5.p.5.s.3
,,,,"Naima , Ralph , Loïs en Jonas gaan samen hun klas op werkweek naar Londen .",output_part00318.sents.gz,85634_5.p.1.s.2
,,1+,,Daphne heeft het mooi beschreven .,output_part00130.sents.gz,78584_5.p.1.s.6
,,,,De Klauw is het eerste deel van de nieuwe Magycker serie van Adrian Sone .,output_part00118.sents.gz,50884_5.p.1.s.1
,,,,Hij is de eerste die ziet dat zij zwanger is .,output_part00071.sents.gz,66469_5.p.2.s.8
,,,,Wat heeft de leider voor verleden en waarom lijkt hij gefixeerd op Jules ?,output_part00065.sents.gz,22153_5.p.1.s.7
5+,2,2+,,"Ik werd helemaal meegezogen in dit prachtige , droevige verhaal , temeer omdat het deels afspeelt in St Malo , het stadje waar ik al sinds 1974 kom en dat nog steeds een grote aantrekkingskracht op me heeft .",output_part00038.sents.gz,2809_5.p.1.s.2
1,,1+,,De schrijfstijl is zeer vlot .,output_part00296.sents.gz,54406_5.p.4.s.1
,,,,"Door Adrians geestesgesteldheid , een gevolg van een bordeelbezoek , is hij ontvankelijk voor zo'n personage .",output_part00061.sents.gz,6441_5.p.6.s.2
2+,,1+,,"Prachtig vind ik dat : hoe in een paar regels de mysterieuze sfeer van die straat wordt opgeroepen , en hoe die sfeer dan doorschemert in het ' ledig hart ' van die ik-figuur en dat hart helemaal vervult .",output_part00100.sents.gz,32351_5.p.2.s.3
,,,,"Orphans of a tragic father ( Pasha-Oedipus ) , the siblings ' fates are entwined with each other , and with power politics ( British animus for Muslims and Pakistanis , in Home Fire ) .",output_part00179.sents.gz,30767_5.p.2.s.4
2,,2+,,"Dit verhaal laat je meerdere keren lachen , en misschien loopt er ook wel eens een traan over je wang .",output_part00060.sents.gz,18951_5.p.1.s.9
,,,,De Verdoemenis is een dystopisch stukje van Luotisade .,output_part00150.sents.gz,39771_5.p.5.s.3
,,,,Anders was ik geen lezer maar schrijver geworden ...,output_part00281.sents.gz,27473_5.p.1.s.9
,,,,Even later wordt er op de deur geklopt en wordt ze gearresteerd wegens prostitutie .,output_part00102.sents.gz,53292_5.p.1.s.10
3,,3-,,Het komt niet vaak voor dat ik een boekpersonage een knal wil verkopen .,output_part00077.sents.gz,24065_5.p.3.s.8
2,,5,,"Het eerste wat me opvalt wanneer ik het boek open sla is , Hoofdstuk één , wauw , je waant je samen met Floor in de bosrijke omgeving van Adsum , het huis van haar zus Bente .",output_part00121.sents.gz,38688_5.p.4.s.2
,,,,En de laatste naam op de lijst is die van Wolf .,output_part00123.sents.gz,51643_5.p.1.s.4
5+,,5+,,Cam maakt van Wacht Op Mij een boek om verliefd op te worden !,output_part00215.sents.gz,77707_5.p.4.s.5
,,2+,,"De ontberingen van WOI , de indiaanse cultuur en zijn veranderingen , de culturen clash , vriendschap - verbond , innerlijke strijd en waanzin vertelt door Niska en Xavier in flahbacks hebben een onvergetelijke indruk op me gemaakt .",output_part00038.sents.gz,18963_5.p.3.s.1
2,,2+,,De ontknoping is soms in de letterlijke zin van het woord bloedstollend en uitermate spannend .,output_part00140.sents.gz,77593_5.p.3.s.1
2,,2,,Het boek begint bij het verhoor van Finn bij de franse politie na de verdwijning van zijn vriendin Layla .,output_part00305.sents.gz,85144_5.p.1.s.1
,,,,"Maar ja , probeer DAAR maar eens aan toe te komen met drie brullende koters om je heen .",output_part00191.sents.gz,26039_5.p.2.s.9